x,y,z
-16.339456120911557,13.167165906677104,20.484473733241654
-96.49475137961012,77.76038511543817,111.940470916744
-100.6837474745602,81.1360915132808,109.17938029260877
-106.2303853269273,85.60585478360797,108.63538903725656
-112.32078424072037,90.51380841084813,109.17938029260877
-117.33201937478718,94.55211690284129,109.17938029260877
-119.96048079511402,96.67026498222872,107.55552440547835
-125.61797091935948,101.22935865891414,109.17938029260877
-129.4975464542937,104.35571821078368,109.72609558189245
-132.1171914969916,106.46676160406174,109.72609558189245
-134.09317486308979,108.05910963680627,109.72609558189245
-135.4158697602538,109.125004549464,109.72609558189245
-136.0788321519015,109.65925340916384,109.72609558189245
-135.40081314748164,109.11287116406264,109.17938029260877
-132.07574187538685,106.43335938795369,107.01962408634675
-136.79930067039285,110.23984363464707,111.940470916744
-132.1171914969916,106.46676160406174,109.72609558189245
-126.30339818570728,101.78171085877784,107.01962408634675
-126.24700238231839,101.73626424818278,109.72609558189245
-121.16489201562364,97.64084088408,108.63538903725656
-115.01098992436533,92.68171316223729,107.01962408634675
-112.88323009710972,90.9670559271546,109.72609558189245
-107.29694547405887,86.46534326981028,109.72609558189245
-103.22998789477285,83.18798172328106,111.940470916744
-94.11464031584069,75.84237040178677,109.17938029260877
-86.65310104949964,69.82948204662543,108.63538903725656
-39.08479155442803,36.38923003697821,56.61159220963161
-81.66938783879243,76.03689370855338,109.45940759097428
-95.11293889665276,88.55328314041458,119.16019610784237
-100.35268255306913,93.43165730246206,118.56647498124329
-104.52795496247245,97.31897362500779,117.38789271646259
-113.0769220394485,105.27834393684434,121.56496042355018
-113.89055992195034,106.03586764096666,117.9757120973098
-121.06237990355804,112.71306858576622,121.56496042355018
-121.72294984834825,113.32808099137188,119.16019610784237
-122.95088514489986,114.47132925238708,117.9757120973098
-125.4146588247681,116.76518380885638,118.56647498124329
-126.65174885135936,117.91695542548102,118.56647498124329
-127.90911731516053,119.08760693597422,119.16019610784237
-127.27180428853609,118.49424748824366,118.56647498124329
-127.28595695298057,118.50742408562652,119.16019610784237
-126.04267220326534,117.34988497745829,119.16019610784237
-124.18532022434093,115.62062902564908,119.16019610784237
-121.116459684036,112.76341864505773,118.56647498124329
-115.16385601319655,107.22134829793835,115.64194929606047
-117.35552312757409,109.26186266728075,121.56496042355018
-110.28780004726569,102.68157937092876,118.56647498124329
-102.97328104345404,95.87152092993918,115.64194929606047
-102.89055051093348,95.79449607553309,121.56496042355018
-94.63903432884923,88.11206235740586,118.56647498124329
-59.620188014743945,55.50836144271611,79.9074247187705
-81.85860490948653,76.21306104215225,118.56647498124329
-32.278224950798,34.669260456098414,53.935794551181786
-46.14177242299938,49.55976137093735,71.34407858382333
-23.568932851821206,25.314820531724525,34.0644510516
-22.39102549616427,24.049658740186327,30.5194550075759
-22.747357196596237,24.43238599826422,29.47078251588181
-24.485172674113752,26.29893155665634,30.36739042727016
-28.081399308727708,30.161551575094105,33.55780081019219
-110.48340993820358,118.66755749624255,127.9870835883873
-112.20156975470746,120.51299138470372,126.71485797096771
-111.6478132233529,119.91821489237611,123.58934667539273
-117.34988497745829,126.04267220326534,127.9870835883873
-117.91695542548102,126.65174885135936,127.34938209124093
-99.9864238222234,107.39299868101351,107.4584594710929
-25.063670694888586,26.92028228415613,26.936691388745107
-13.1599168715321,14.134748310825898,14.212606456081868
-38.14081399095479,40.96612550025999,41.598094018815225
-101.03322186341676,108.51733913004334,111.83944872820767
-112.76341864505773,121.116459684036,127.34938209124093
-109.93292129550572,118.07629096405536,127.34938209124093
-107.10047481756989,115.03402873243635,127.9870835883873
-102.68157937092876,110.28780004726569,127.34938209124093
-100.78191969728974,108.24742155359917,130.56998275721983
-32.242815108500444,34.63122760121887,43.947658636271
-20.18792069660493,21.683357178547485,29.177835107198856
-17.772879397318516,19.089419750302216,27.48029903920806
-17.5491032678448,18.849067223841804,29.323942994224335
-16.65135008762463,20.66306493280456,32.14602245192789
-9.44742400947771,11.723538015134151,16.876695817237174
-11.624011166994757,14.4245179075159,19.410103405146675
-11.9618650597254,14.843769012474796,18.837013257160425
-13.29545726940984,16.498655990262364,19.90097498164594
-12.886060994472441,15.990626204823716,18.46438468773131
-14.41415712890041,17.886877829052047,19.90097498164594
-14.502685223459748,17.99673449272382,19.410103405146675
-18.718745041113415,23.22854556595994,24.42393818660418
-17.281781235515293,21.445382262989618,22.10190324685566
-15.79357779696773,19.598634454426907,19.90097498164594
-15.633859701926772,19.400436389320586,19.507299416607182
-14.431421265304447,17.908301315414906,17.9192172183833
-14.87047735321379,18.453136683470525,18.46438468773131
-15.86989718355195,19.693341035714486,19.80181746367887
-15.404018067411196,19.115220320157103,19.410103405146675
-15.02616235493594,18.646329985077905,19.217161819976972
-16.033502356928487,19.89636267077905,20.920273748068574
-15.321833236436667,19.013235166401895,20.50643469766365
-15.458219333402619,19.182479988155638,21.342464457948438
-14.894636535612335,18.48311639994983,21.342464457948438
-12.774645908766727,15.852368517710277,19.12141143236039
-12.325788306138348,15.29537021187403,19.410103405146675
-11.682218354201433,14.496748620489818,19.507299416607182
-10.920012475445287,13.550908824796092,19.507299416607182
-10.67533883380857,13.247287357594907,20.609120583477104
-9.75167680994091,14.045085018884883,21.850273414159435
-8.333471066160449,12.00248038443247,17.27824912913926
-10.94131332960395,15.758487378897978,21.205136386134114
-10.604268715480462,15.273050837800149,19.381779712897902
-11.611202553269917,16.72331130436196,20.171958253739657
-11.889303559365235,17.12385290870066,19.77292217280376
-12.651221968648096,18.221224062851544,20.272969250161832
-12.53960168762224,18.06046029192326,19.478833893588167
-13.320156065154833,19.18467234365291,20.171958253739657
-13.122663716343544,18.90022927978863,19.478833893588167
-13.861931474850895,19.964977294137462,20.272969250161832
-13.653378594667428,19.66460403626615,19.77292217280376
-13.182771833121292,18.986801428037833,18.998374724601153
-13.72022213777074,19.760877042862564,19.77292217280376
-13.928916557055393,20.06145415579885,20.171958253739657
-13.724140192834215,19.76652011507954,20.071450549226647
-12.798983965363899,18.43404180147041,18.998374724601153
-12.991605026175638,18.71146887665514,19.674402683812925
-13.247869821948289,19.080560358471367,20.579047256368014
-12.034816318240559,17.33343112889485,19.285209109101455
-11.654112655353389,16.78511360192345,19.381779712897902
-10.990435223864132,15.829236358239624,19.093509006419232
-10.604268715480462,15.273050837800149,19.381779712897902
-10.408219579770085,14.99068639601264,20.171958253739657
-8.892560817458607,12.807722728207132,18.437441011103626
-8.228545361181665,11.851358636263871,18.437441011103626
-7.325431657438439,12.34635611124251,19.207520377163636
-8.57523069402309,14.452779963752743,20.80559391259193
-11.60125950202437,19.552879318106246,26.310994368487368
-11.18786222623152,18.85613539624147,23.928779283705225
-12.250211488625569,20.646629516095043,24.904335098424347
-12.543617457924402,21.141138884488278,24.41168445186914
-12.824618456076296,21.614740789882482,24.048602545691466
-13.429443910105508,22.634119686552143,24.41168445186914
-13.775218451030629,23.216891571691228,24.41168445186914
-13.104669562562247,22.086741738319716,22.762897063443557
-13.912241998992297,23.447832436048735,23.809553046601643
-14.695478168477383,24.767906544971595,24.904335098424347
-14.475298496216572,24.3968135132827,24.41168445186914
-15.140884152420053,25.518598265131267,25.534152981217698
-13.702932196533451,23.095059592129473,23.222273636898997
-14.051921835676598,23.68325023610608,24.048602545691466
-13.775871527883803,23.217992273980784,23.928779283705225
-13.038756785617737,21.975651681857105,23.10656759649089
-13.362531091661578,22.52134415009938,24.290052117680734
-12.824618456076296,21.614740789882482,24.048602545691466
-11.992206339996809,20.21178504651759,23.338559074819564
-12.007881204100476,20.238203619957243,24.41168445186914
-11.243885399445064,18.950557415218864,24.048602545691466
-9.986794496798067,16.831843778388574,22.64947988782112
-9.150540016871034,15.422412076392272,22.201434161373275
-8.724865761860311,14.704976410411598,22.876882175097624
-7.6919201416518215,15.366498896332152,23.906028468448152
-8.826126637220899,17.632354825854602,25.38277169856023
-11.472949339061053,22.920032983922336,30.84194654682359
-11.924949762802477,23.82301479921101,30.231839718142385
-12.545807730345487,25.063331013801857,30.231839718142385
-13.105543783726441,26.18154119905069,30.231839718142385
-13.669540053616897,27.30826221268644,30.383225528840207
-14.314213093802518,28.596154881626713,30.84194654682359
-14.904446281476673,29.77529057985899,31.30759326043926
-14.756991714393516,29.480713881113406,30.383225528840207
-15.744837520184863,31.45417840036142,31.93940980272878
-15.353803095940767,30.672991136593968,30.84194654682359
-15.506232004245115,30.977505303160033,30.996387464909297
-7.900428574267801,15.783045680576496,15.792666146089136
-14.752361948080324,29.47146478626689,29.63380185345598
-15.279965640003654,30.525482690813096,30.996387464909297
-14.321286329990913,28.610285407435725,29.48615008049376
-14.68276822492671,29.33243423858338,30.84194654682359
-13.68496748177845,27.339082287966995,29.48615008049376
-13.669540053616897,27.30826221268644,30.383225528840207
-12.846293553074068,25.663625215807265,29.63380185345598
-12.421099068047203,24.814194844122632,29.931327198653786
-11.008996740393782,21.99317376488733,27.909738114898392
-10.64475234477961,21.265506160423826,28.615561101112323
-9.802243214730067,19.58238733201178,28.189953745281535
-9.299684228630804,18.57840237597742,28.90286324130816
-8.070658846323367,19.48429404408027,30.312180493930097
-9.88201001271371,23.857282596200164,34.343907179058974
-13.77591404024383,33.2579985100426,44.7530513163134
-12.70102245774593,30.662980673495486,38.911881003084225
-14.546511989725404,35.11838653081791,42.36042815597036
-13.819698542801468,33.363703649939005,38.52508656691037
-14.852967522772557,35.85823563496462,39.8959425494782
-14.721921493142506,35.5418625329366,38.333133561242825
-15.40572588908507,37.19271237963149,39.10673208414146
-15.717372978620844,37.945095009862854,39.10673208414146
-16.60281417735078,40.082739160520546,40.70108002086745
-9.115697038065944,22.007239419783055,22.12846144692846
-17.97904085678219,43.40524427490355,43.431701694090286
-18.06907082852883,43.62259585371435,43.64918575831679
-17.450143580867124,42.128373298287215,42.36042815597036
-17.71669135716816,42.77187655485356,43.431701694090286
-16.688279717561546,40.289071226812936,41.52246592020222
-16.439290821094197,39.687958856081146,41.73038949429192
-14.721921493142506,35.5418625329366,38.333133561242825
-14.559150240582989,35.14889796744296,39.10673208414146
-14.098592997452178,34.0370144248274,39.30255888117054
-12.647900576732347,30.534733107893725,36.83154312751785
-12.3260202906809,29.75764535584779,37.76299399424078
-11.566311686042022,27.92354653907707,37.57483814966895
-10.811668133308174,26.1016758393096,37.57483814966895
-9.904905310898956,23.912556735593554,37.201334274714334
-8.722141706462796,26.205842014930624,40.76905282556724
-10.31274624394613,30.984843849610098,44.60443459298818
-12.499971993331494,37.55640555639943,50.537128523061845
-13.18859175124485,39.62537682418632,50.285324969007256
-14.084725819612476,42.3178288170768,51.04452466087384
-14.713121297422465,44.20585508041801,51.04452466087384
-16.132314534848682,48.46984837705203,53.92764735884627
-15.13511191545863,45.47373398450009,49.04500198156169
-16.56635691905282,49.773937043693316,52.33541455305726
-13.909837945375235,41.79237484523956,43.07179111840372
-15.601107505475047,46.87382667074665,47.59693100239595
-16.6448785193006,50.00985669738665,50.285324969007256
-17.063921460920056,51.26887925114939,51.300129904203914
-16.477591690874902,49.507240213449656,49.53741706947216
-17.32347594511474,52.04871567619082,52.33541455305726
-19.5332258565682,58.68795165984244,59.59330791246819
-16.98611686892353,51.03511386249647,52.59748392211279
-19.73115674828972,59.28263881958958,62.33345527195951
-16.15052144763359,48.52455139565437,52.33541455305726
-15.500377436863477,46.57118124797944,51.81518662672365
-14.422070414458762,43.331387121292636,50.034776037676366
-13.944719902611741,41.89717835466134,50.537128523061845
-12.927698688742872,38.841518614951724,49.29059462345438
-12.62547254505517,37.93347437068164,51.04452466087384
-11.226708529531313,33.73086106300888,48.55748163046121
-10.758055430224744,32.32278383913903,50.285324969007256
-8.900615935804415,34.872268903991866,54.25161963062358
-11.3993495173034,44.66221040938187,64.29377706896585
-13.209642668365797,51.75486894158009,69.64304556427868
-13.25828790225248,51.94545908604077,65.91973377049314
-13.809912056842732,54.10670118339118,65.26447410174394
-14.643848727801561,57.37403279822822,66.24982656110296
-15.350530576871778,60.14278494393235,66.9149792342011
-15.444809639483124,60.51216666392922,65.26447410174394
-11.450342148637501,44.861997566229256,47.17069574475914
-9.566304918191832,37.48041258389785,38.62782404262256
-18.03785436615882,70.67161558756607,71.76183917257401
-16.48396741947611,64.58354664470306,64.93929087482549
-17.67598684166948,69.25383262595649,69.2960459048052
-13.362964575420927,52.35557824195461,52.387491286183504
-12.586920723188125,49.31506845122335,49.58670963494664
-12.035704053066771,47.155422862257986,47.88287126906223
-12.280308197902173,48.113772438877504,49.58670963494664
-15.606845178866717,61.147015638667895,64.29377706896585
-17.067447618669227,66.86959949241287,72.12118628150259
-15.350530576871778,60.14278494393235,66.9149792342011
-14.93937530475827,58.53189449389515,67.58681008445828
-14.018411872340028,54.92359539440932,66.24982656110296
-12.73893254483598,49.910644887654605,63.337517488452775
-12.13425043090052,47.54152375820933,63.973430384405596
-13.2421681398284,51.88230248047827,74.68750782661253
-11.199739068940238,43.880144394897954,68.2653861612181
-7.764540519307107,43.03595476044095,66.95206023250478
-7.223380775912759,40.036507957764044,57.634816854376666
-14.072096556500792,77.99638745966234,104.95449175678198
-12.90945075598511,71.55227502970048,90.80114034257277
-13.581565567190312,75.27755697483619,90.80114034257277
-12.902965467627931,71.51632949298083,82.5799441684529
-14.650974318563678,81.20489118477226,90.34871950825418
-13.81416896702861,76.56679094401626,82.5799441684529
-14.383783302867226,79.7239509494401,83.8267227903608
-16.216493164230343,89.88197877948556,92.63359236307613
-15.270904800108761,84.64093483629968,85.94665768766592
-14.817442556143277,82.12756259381597,82.5799441684529
-9.546110974808933,52.91053592012004,52.94278723563775
-8.25879624435787,45.77543006750932,45.80333221993308
-11.716991320385384,64.94291673006599,65.30064047108536
-12.757628047215576,70.71077832941714,71.80160606284402
-8.642214180599954,47.90057281322951,49.36698319498152
-14.970197815383848,82.9742280738595,87.24426640499358
-18.272821686508518,101.27944151888602,109.2333963971011
-18.070790309347927,100.15965687920863,111.43782860113662
-17.763346807179836,98.4556121108418,113.68674831084778
-16.338567221699755,90.55858979099533,109.2333963971011
-15.299033552163081,84.7968420271846,107.60873711312925
-12.670783976491686,70.22943400651837,94.50302498090217
-11.266999950860558,62.44878225123819,89.89855288143293
-10.168526183824406,56.360351490119875,87.68114170340723
-5.139985208890408,47.8088669522078,74.377393452749
-3.5258128840683374,32.79486461969647,47.21006182942441
-6.699325095338365,62.31285288499118,83.85021431719123
-9.490939248278162,88.27866877663078,112.02723867990339
-9.83656259762225,91.49343692339262,110.36102578730612
-11.130344157616657,103.52736853082331,119.54310817952884
-6.635073596635871,61.71522638839459,68.66448063659341
-17.331709146534976,161.20851383148812,173.86898298267968
-10.314022042110517,95.93446041449765,100.8714611285257
-12.223761741043301,113.69764211037196,117.17833958389625
-18.408864063357957,171.2275224496906,173.86898298267968
-5.89319301262132,54.81472596006075,55.116660794846304
-5.097915670080849,47.4175629110584,47.446466016194854
-14.19382149665574,132.02188253446192,132.1023557202805
-12.28111796637657,114.23113316810812,114.86035018445533
-7.126229631955146,66.28364683924298,67.30617893340377
-5.125621270320334,47.67526274906368,49.13477557202251
-9.762605607065183,90.80553612639952,95.47859098861237
-9.236543378602128,85.91244051093541,92.65955191926491
-9.412322733984984,87.54742805913068,97.40543834220081
-8.372563302550986,77.87624841570478,89.92374597257063
-7.85642226720258,73.07543341630253,88.14489938144618
-7.772078098348625,72.29091770603188,91.73849135326726
-7.184578035566964,66.82636650705953,89.92374597257063
-6.749449966287768,62.779082492436686,90.37403875369019
-6.091413775444981,56.65844917946031,88.14489938144618
-1.7862133775794737,50.01284747299484,77.80617846287363
-1.729467851531456,48.424008550032454,69.70909818309131
-2.814724913412577,78.81052148635499,106.05001714938582
-3.3147437681593033,92.8107339077609,117.77851188320282
